GAE/ACALTF,GAE/ACPHIR,GAE/ACPSIR,GAE/IAIRSPK,GAE/THETAR,GAE/UBODYF,GAE/VBODYF,GAE/WBODYF,GAE/Z1DOTF,zzSCENARIO/SYSTEM_TIME,
20.0855,-3.92454e-007,6.28319,165.092,0.367849,270.053,-3.30078e-005,67.8172,-33.0861,26.29,
23.8295,-1.87076e-006,6.28319,164.616,0.420134,266.172,-0.00014357,79.0068,-34.9977,26.39,
27.4586,-3.97554e-006,6.28318,164.184,0.478493,261.363,-0.000328816,91.5655,-37.6791,26.5,
32.1181,7.41526e-005,4.97491e-006,163.771,0.512966,257.931,0.0101186,98.9437,-39.9296,26.61,
36.6547,0.0014965,9.1555e-005,163.384,0.523813,257.106,0.15092,99.321,-42.385,26.72,
41.023,0.00375435,0.000186021,163.033,0.529092,256.937,0.407758,98.1629,-44.9782,26.83,
46.1046,0.00602081,0.000108952,162.754,0.516258,258.569,0.64894,92.3178,-47.7874,26.94,
51.5325,0.00703903,6.28305,162.486,0.503459,260.478,0.795833,84.9817,-51.2997,27.05,
57.9044,0.00741055,6.28281,162.22,0.497223,261.85,0.887964,79.8077,-54.8333,27.16,
64.1258,0.00739909,6.28263,162.007,0.494298,262.681,0.945622,75.8286,-57.9392,27.27,
70.0625,0.0062365,6.28243,161.843,0.491621,263.363,0.886648,72.1525,-60.7418,27.38,
76.8725,0.00133606,6.28212,161.698,0.488018,264.091,0.483387,68.5979,-63.2667,27.49,
83.9479,-0.0142426,6.28146,161.592,0.484185,264.844,-0.82186,65.2927,-65.5447,27.6,
91.2616,-0.049297,6.28038,161.529,0.483375,265.296,-3.17009,63.0696,-67.3957,27.71,
98.7867,-0.0958122,6.27983,161.512,0.484495,265.679,-6.62139,61.1658,-69.2324,27.81,
106.503,-0.146877,6.28008,161.519,0.488929,265.83,-10.736,60.1027,-70.8729,27.92,
114.389,-0.197612,6.28153,161.522,0.493706,265.905,-15.6223,58.842,-72.5056,28.04,
122.437,-0.234872,0.0020402,161.519,0.496724,266.025,-19.193,57.3596,-73.8081,28.14,
129.888,-0.250354,0.00834106,161.526,0.495991,266.358,-22.2181,54.8835,-75.1892,28.25,
138.985,-0.253092,0.0154441,161.531,0.492818,266.736,-24.5129,52.2068,-76.3924,28.36,
147.45,-0.248282,0.0235052,161.548,0.48328,267.384,-26.1825,48.2621,-77.4072,28.47,
155.234,-0.240476,0.0303426,161.579,0.470622,268.139,-27.2876,43.7802,-78.2031,28.58,
163.863,-0.230173,0.0363718,161.629,0.457085,268.85,-27.8741,39.5937,-78.6864,28.69,
172.53,-0.219129,0.0407187,161.693,0.443943,269.48,-27.9743,35.6281,-78.8726,28.8,
181.205,-0.208264,0.042599,161.782,0.430618,270.132,-27.6212,32.6387,-78.7989,28.91,
189.859,-0.198051,0.0416511,161.877,0.422567,270.593,-26.8222,31.0908,-78.4919,29.02,
198.473,-0.188912,0.0375575,161.972,0.420725,270.866,-25.7151,31.4388,-78.0636,29.13,
207.037,-0.180888,0.0309577,162.078,0.422497,271.05,-23.9333,33.0056,-77.6086,29.24,
215.555,-0.173971,0.0228315,162.193,0.424861,271.252,-21.9229,34.5998,-77.2477,29.35,
224.038,-0.168398,0.0133744,162.287,0.427167,271.419,-19.8413,36.0331,-77.0197,29.46,
232.501,-0.164289,0.00277464,162.39,0.430103,271.588,-17.3344,37.5977,-76.8763,29.56,
240.955,-0.161665,6.27446,162.489,0.433243,271.739,-14.6654,39.09,-76.8433,29.67,
249.411,-0.160496,6.26227,162.585,0.43659,271.865,-11.9027,40.5059,-76.9293,29.79,
257.881,-0.160708,6.24959,162.676,0.440153,271.959,-9.10748,41.8538,-77.0929,29.89,
265.603,-0.162207,6.23661,162.761,0.443935,272.017,-6.33646,43.1413,-77.3645,30,
274.131,-0.164598,6.22471,162.838,0.447936,272.035,-3.64181,44.3746,-77.7273,30.11,
283.484,-0.168625,6.21051,162.906,0.452061,272.014,-1.0703,45.5513,-78.1772,30.22,
291.326,-0.172655,6.19938,162.961,0.453403,272.083,1.33539,45.9515,-78.6851,30.33,
300.01,-0.178278,6.18679,163.02,0.453295,272.216,3.48737,45.8118,-79.243,30.44,
308.754,-0.187202,6.17675,163.065,0.453083,272.328,5.27267,45.6324,-79.784,30.55,
318.359,-0.200431,6.1654,163.114,0.452981,272.438,6.65081,45.5219,-80.2943,30.66,
326.412,-0.217909,6.1557,163.152,0.453003,272.526,7.45428,45.4833,-80.7656,30.77,
335.319,-0.238892,6.1476,163.182,0.453122,272.6,7.65644,45.5191,-81.2053,30.88,
344.272,-0.265019,6.13981,163.212,0.453305,272.689,7.30564,45.5597,-81.6172,30.99,
353.27,-0.291617,6.1334,163.24,0.453517,272.795,6.63236,45.536,-82.014,31.1,
362.311,-0.313038,6.1286,163.268,0.453868,272.921,5.75679,45.4198,-82.3773,31.21,
371.396,-0.327422,6.12521,163.295,0.454468,273.057,4.81528,45.2089,-82.7613,31.31,
380.521,-0.337452,6.12275,163.32,0.455309,273.195,3.78764,44.9636,-83.1201,31.43,
389.685,-0.344897,6.12094,163.345,0.45634,273.341,2.58063,44.6854,-83.4847,31.54,
398.046,-0.350706,6.11959,163.368,0.457486,273.458,1.52164,44.4497,-83.7685,31.64,
407.276,-0.35496,6.11871,163.391,0.458358,273.594,0.320565,44.116,-84.0587,31.75,
416.535,-0.358391,6.11908,163.415,0.456783,273.83,-0.896447,43.1204,-84.3151,31.86,
426.666,-0.361053,6.12013,163.444,0.453891,274.13,-2.107,41.7109,-84.5249,31.97,
435.125,-0.362738,6.1212,163.479,0.450793,274.421,-3.29068,40.3355,-84.6418,32.08,
444.438,-0.364063,6.12254,163.515,0.44709,274.718,-4.43065,38.9169,-84.6609,32.19,
453.747,-0.366158,6.12411,163.568,0.442419,275.04,-5.60465,37.3153,-84.5666,32.3,
463.039,-0.371438,6.12543,163.626,0.437526,275.354,-6.86806,35.7666,-84.3414,32.41,
472.3,-0.381491,6.12646,163.688,0.432922,275.634,-8.12709,34.4051,-83.983,32.52,
481.515,-0.395846,6.12729,163.767,0.427742,275.937,-9.61558,32.8184,-83.4988,32.63,
490.67,-0.414447,6.12795,163.859,0.422467,276.237,-11.3911,31.3927,-82.879,32.74,
499.751,-0.43713,6.12844,163.963,0.416699,276.56,-13.1253,29.9966,-82.1324,32.85,
508.743,-0.462736,6.12859,164.081,0.412304,276.821,-14.7464,28.8122,-81.2775,32.96,
517.637,-0.490738,6.12623,164.209,0.411637,276.98,-16.5472,28.7662,-80.4158,33.06,
526.423,-0.520082,6.12234,164.342,0.412939,277.065,-18.3647,29.3835,-79.4175,33.17,
535.099,-0.550207,6.11676,164.479,0.416051,277.081,-20.1804,30.5595,-78.4278,33.29,
543.669,-0.580233,6.11048,164.615,0.419249,277.084,-21.9671,31.7233,-77.4853,33.39,
551.374,-0.608637,6.10359,164.75,0.422373,277.083,-23.6541,32.8242,-76.6116,33.5,
560.517,-0.635558,6.09606,164.884,0.425299,277.083,-25.2413,33.8611,-75.7832,33.61,
568.805,-0.661569,6.08781,165.017,0.427964,277.088,-26.7129,34.8366,-74.9952,33.72,
576.267,-0.684431,6.07967,165.148,0.430318,277.101,-28.0171,35.7611,-74.2613,33.83,
584.405,-0.704514,6.07024,165.256,0.432156,277.123,-28.8938,36.7219,-73.6671,33.94,
592.483,-0.714374,6.05992,165.375,0.43362,277.172,-29.2278,37.7499,-73.1778,34.05,
600.511,-0.717421,6.0511,165.483,0.433965,277.268,-29.1059,38.7351,-72.7418,34.16,
608.493,-0.717202,6.04076,165.58,0.433504,277.396,-28.6298,39.6654,-72.3608,34.27,
616.435,-0.715641,6.02959,165.688,0.43221,277.579,-27.7457,40.5363,-72.0292,34.38,
624.344,-0.71378,6.01751,165.796,0.430176,277.798,-26.5271,41.2775,-71.7414,34.49,
632.223,-0.712196,6.00452,165.916,0.427227,278.069,-24.8703,42.1087,-71.4917,34.6,
640.075,-0.711211,5.99069,166.018,0.424278,278.314,-23.2721,42.7585,-71.2929,34.71,
647.906,-0.711031,5.97602,166.131,0.420702,278.59,-21.3324,43.4538,-71.1018,34.81,
655.717,-0.711918,5.96012,166.245,0.417382,278.837,-19.2497,44.3135,-70.9363,34.92,
663.512,-0.714356,5.94183,166.359,0.415757,278.972,-17.0702,45.9573,-70.7995,35.04,
670.588,-0.718075,5.92164,166.467,0.41548,278.975,-14.8361,47.8247,-70.7211,35.14,
678.366,-0.72266,5.90084,166.566,0.415391,278.938,-12.5945,49.8398,-70.7258,35.25,
686.15,-0.727788,5.88097,166.655,0.41618,278.814,-10.3915,52.033,-70.8251,35.36,
694.66,-0.735125,5.85592,166.728,0.417975,278.579,-8.26708,54.4735,-71.0173,35.47,
701.776,-0.741929,5.83478,166.781,0.420097,278.291,-6.25909,56.8491,-71.3182,35.58,
709.641,-0.75011,5.81133,166.835,0.422358,277.973,-4.40214,59.1541,-71.7322,35.69,
717.556,-0.758914,5.78791,166.889,0.42538,277.64,-2.72466,61.3357,-72.254,35.8,
725.534,-0.768356,5.76444,166.928,0.42832,277.318,-1.24798,63.4494,-72.877,35.91,
734.322,-0.779379,5.73867,166.968,0.432509,276.894,0.0128677,65.5529,-73.5914,36.02,
741.72,-0.78901,5.71725,166.994,0.436407,276.527,0.964235,67.5749,-74.3956,36.13,
749.947,-0.799972,5.69386,167.015,0.441048,276.121,1.79128,69.4815,-75.2829,36.24,
758.276,-0.811245,5.67065,167.027,0.446078,275.714,2.4362,71.2783,-76.2499,36.35,
766.715,-0.822293,5.64749,167.029,0.451643,275.293,2.80749,72.8694,-77.1946,36.45,
775.272,-0.832888,5.62476,167.037,0.4574,274.918,3.04842,74.45,-78.3053,36.56,
783.956,-0.843313,5.60237,167.04,0.463371,274.574,3.11193,75.8582,-79.4803,36.67,
792.772,-0.853656,5.58034,167.048,0.469502,274.277,3.0032,77.1191,-80.7127,36.78,
800.907,-0.863993,5.55857,167.05,0.475832,274.004,2.73214,78.2393,-81.9901,36.89,
809.992,-0.873356,5.5371,167.058,0.482289,273.776,2.31267,79.2334,-83.3097,37,
819.223,-0.883622,5.51776,167.06,0.488883,273.569,1.76093,80.1062,-84.6582,37.11,
829.464,-0.894662,5.49496,167.068,0.495445,273.417,1.09501,80.8214,-86.0352,37.22,
838.137,-0.903781,5.4761,167.071,0.502074,273.285,0.333852,81.4352,-87.4281,37.33,
847.825,-0.913614,5.45567,167.077,0.508022,273.197,-0.50277,81.9032,-88.8343,37.44,
857.667,-0.923317,5.43532,167.082,0.515156,273.128,-1.39507,82.2952,-90.2443,37.55,
867.664,-0.932798,5.41518,167.085,0.52157,273.088,-2.32359,82.5676,-91.655,37.66,
877.815,-0.942298,5.39506,167.086,0.526653,273.178,-3.39372,82.3888,-92.9924,37.77,
888.104,-0.957734,5.38219,167.084,0.528375,273.635,-5.05188,80.7326,-94.1251,37.88,
898.499,-0.991519,5.36749,167.081,0.529618,274.106,-8.34549,78.9728,-94.8952,37.99,
908.966,-1.03919,5.35294,167.078,0.530492,274.538,-13.2596,76.9712,-95.4085,38.1,
919.474,-1.09169,5.33863,167.076,0.531661,274.899,-17.8918,74.9872,-95.6096,38.21,
929.988,-1.14566,5.32436,167.075,0.533252,275.161,-23.2746,72.674,-95.5233,38.31,
940.475,-1.19903,5.31003,167.075,0.535128,275.321,-28.7536,70.2399,-95.1338,38.42,
950.901,-1.25135,5.2954,167.077,0.537058,275.375,-34.203,67.7305,-94.3704,38.54,
961.235,-1.30243,5.28031,167.08,0.538764,275.329,-39.5178,65.1849,-93.4807,38.64,
970.524,-1.3522,5.26465,167.086,0.53995,275.196,-44.6103,62.6396,-92.2539,38.75,
981.508,-1.40065,5.24838,167.094,0.540321,274.995,-49.4073,60.1261,-90.7855,38.86,
991.418,-1.43496,5.23189,167.034,0.540322,274.73,-52.8358,58.1021,-89.6192,38.97,
1000.33,-1.43255,5.21994,166.939,0.540191,274.548,-53.9419,57.3417,-88.6228,39.08,
1010.03,-1.4073,5.21047,166.856,0.538112,274.639,-53.3437,56.8938,-87.6908,39.19,
1019.63,-1.3692,5.20332,166.777,0.533169,275.011,-51.3542,56.4646,-86.8665,39.3,
1029.15,-1.32043,5.19684,166.711,0.524996,275.64,-48.1964,55.8635,-86.162,39.41,
1038.6,-1.27743,5.19159,166.676,0.514781,276.393,-44.4644,55.019,-85.5694,39.52,
1047.99,-1.22976,5.18523,166.662,0.500731,277.364,-39.0761,53.9271,-85.0715,39.63,
1057.32,-1.18287,5.17778,166.679,0.484129,278.426,-33.4167,52.6049,-84.645,39.74,
1066.61,-1.13748,5.16885,166.735,0.463704,279.611,-27.2105,51.1002,-84.2625,39.85,
1075.87,-1.09394,5.15822,166.811,0.445339,280.564,-21.2049,49.6258,-83.9285,39.95,
1085.08,-1.05237,5.14585,166.924,0.424241,281.53,-14.3178,47.9314,-83.5509,40.06,
1094.24,-1.01277,5.13181,167.065,0.402704,282.371,-7.25804,46.206,-83.1372,40.17,
1103.36,-0.975073,5.11627,167.229,0.381207,283.063,-0.145923,44.4932,-82.6677,40.28,
1111.6,-0.939186,5.09943,167.414,0.36019,283.594,6.90329,42.8328,-82.1268,40.39,
1121.42,-0.904899,5.08193,167.615,0.339785,283.977,13.7793,41.1667,-81.5012,40.5,
1129.53,-0.872481,5.06295,167.829,0.321165,284.187,20.3748,39.7768,-80.7977,40.61,
1139.18,-0.841664,5.04278,168.05,0.304717,284.215,26.6117,38.899,-79.9932,40.72,
1147.14,-0.814921,5.02442,168.274,0.29003,284.146,32.4016,38.1336,-79.1313,40.83,
1155.8,-0.786347,5.00702,168.48,0.275982,284.132,37.6553,36.6011,-78.1889,40.94,
1164.35,-0.757941,4.99843,168.719,0.254504,284.441,42.2274,32.1075,-77.1511,41.05,
1172.77,-0.731104,4.99699,168.989,0.226053,285.103,45.9268,25.4521,-75.9387,41.16,
1181.8,-0.705056,4.99567,169.308,0.203378,285.646,48.6233,19.867,-74.3689,41.27,
1189.14,-0.685017,4.99528,169.579,0.185783,286.145,50.1632,15.7019,-72.4572,41.38,
1197,-0.673045,4.99579,169.853,0.169373,286.763,50.51,12.0652,-70.0686,41.49,
1204.57,-0.680815,4.99809,170.137,0.155009,287.499,49.6391,10.1934,-67.4419,41.6,
1211.85,-0.69885,5.00206,170.444,0.144005,288.399,47.9738,9.47643,-64.9345,41.71,
1218.83,-0.720957,5.0105,170.781,0.133434,289.507,45.1474,8.26457,-62.0746,41.81,
1225.48,-0.743994,5.02197,171.149,0.12495,290.779,41.3462,6.83446,-59.1488,41.92,
1231.81,-0.765374,5.03566,171.553,0.119113,292.16,36.696,5.40253,-56.1603,42.03,
1237.8,-0.780354,5.05091,171.997,0.116177,293.6,31.3325,3.93795,-53.1647,42.14,
1242.97,-0.78316,5.06699,172.483,0.116325,295.046,25.454,2.54912,-50.2529,42.25,
1248.37,-0.762115,5.08315,173.012,0.119932,296.453,19.3055,1.42127,-47.5884,42.36,
1253.92,-0.710447,5.09861,173.565,0.126905,297.778,12.8409,1.03627,-45.0641,42.47,
1258.3,-0.648493,5.11242,174.078,0.134511,298.976,6.35989,1.48612,-42.5381,42.58,
1262.86,-0.572328,5.12791,174.653,0.14028,300.047,0.329491,2.3219,-40.0733,42.69,
1267.15,-0.490473,5.1448,175.289,0.14314,301.019,-4.97249,3.3097,-37.6962,42.8,
1271.18,-0.404333,5.15831,175.881,0.142561,301.936,-9.37974,4.30478,-35.3898,42.91,
1274.96,-0.316765,5.17176,176.426,0.13883,302.762,-12.7965,5.15163,-33.1133,43.02,
1278.49,-0.233958,5.18277,177.038,0.131294,303.705,-15.0708,5.63878,-30.8017,43.13,
1281.75,-0.172368,5.1901,177.674,0.120757,304.725,-16.8003,5.6087,-28.6116,43.24,
1284.76,-0.131179,5.19388,178.323,0.107908,305.934,-17.4133,5.09682,-25.9911,43.35,
1287.49,-0.0922652,5.19525,178.984,0.0968994,307,-17.182,4.68161,-23.7673,43.45,
1289.96,-0.0491439,5.19463,179.659,0.0844725,308.231,-16.2137,4.24851,-21.2671,43.56,
1292.15,0.00819373,5.19242,180.346,0.0715655,309.514,-14.4896,3.85424,-18.6931,43.67,
1294.04,0.0765616,5.18813,181.055,0.0580962,310.847,-12.2401,3.23067,-15.7574,43.79,
1295.64,0.138131,5.18094,181.795,0.0451299,312.227,-9.56662,2.4921,-13.2382,43.89,
1296.82,0.174167,5.17111,182.56,0.0359203,313.634,-6.31622,2.11581,-10.4565,44,
1297.83,0.191546,5.16109,183.345,0.0299804,315.038,-2.53995,2.44029,-7.62154,44.11,
1298.57,0.201679,5.14912,184.148,0.0274562,316.416,1.42959,3.72244,-4.81005,44.22,
1298.92,0.204672,5.13972,184.968,0.0281287,317.756,5.36178,5.73513,-2.14331,44.33,
1299.03,0.204264,5.13073,185.727,0.0323491,319.032,9.0844,9.04251,0.373057,44.44,
1298.87,0.200446,5.121,186.651,0.0328166,320.31,12.4609,11.0816,2.69042,44.55,
1298.47,0.194848,5.11167,187.509,0.0250206,321.687,15.3931,10.2166,4.77073,44.66,
1297.84,0.186745,5.10554,188.296,0.0234027,322.897,17.6099,11.1137,6.80356,44.77,
1296.99,0.177173,5.10034,189.171,0.0215525,324.243,19.485,12.5591,8.82723,44.88,
1295.93,0.166523,5.09727,190.053,0.0217996,325.608,20.7228,14.5348,10.6774,44.99,
1294.67,0.155281,5.09735,190.945,0.0302869,326.989,21.2916,19.1948,12.3446,45.1,
1293.24,0.143923,5.09968,191.843,0.0420476,328.069,21.1064,24.2574,13.6783,45.21,
1291.69,0.132913,5.10348,192.744,0.0524687,329.283,20.2437,29.054,14.4812,45.31,
1290.06,0.122709,5.1085,193.64,0.0605861,330.553,18.7802,32.8571,14.9752,45.42,
1288.4,0.113638,5.11387,194.523,0.0602899,332.254,16.6307,33.5739,15.1597,45.54,
1286.73,0.105931,5.11961,195.412,0.0524181,333.934,14.5109,31.6157,15.1874,45.64,
1285.06,0.0995583,5.12663,196.314,0.0469226,335.723,11.9228,30.1235,15.2873,45.75,
1283.36,0.0932714,5.13458,197.221,0.0434891,337.411,9.06202,29.6516,15.5655,45.86,
1281.63,0.0840273,5.14289,198.131,0.0401742,339.08,5.93509,29.2081,15.8656,45.97,
1280.03,0.0712766,5.15055,198.96,0.0371621,340.716,2.46533,28.8549,16.1872,46.08,
1278.23,0.0433225,5.15856,199.874,0.0341837,342.324,-1.63079,28.4393,16.5315,46.19,
1276.39,-0.00480936,5.16668,200.879,0.031215,343.906,-6.35249,27.7448,16.9405,46.3,
1274.5,-0.0649981,5.17348,201.809,0.0289006,345.44,-11.4492,26.8174,17.4534,46.41,
1272.55,-0.129657,5.18107,202.659,0.0278733,346.902,-16.7588,25.8186,18.0899,46.52,
1270.53,-0.191023,5.18845,203.593,0.0292049,348.138,-21.9166,25.2747,18.7945,46.63,
1268.42,-0.241693,5.19445,204.52,0.0360769,349.324,-26.3148,26.4794,19.4858,46.74,
1266.25,-0.283343,5.19828,205.526,0.0480061,350.43,-31.1535,29.075,20.1083,46.85,
1264.02,-0.308349,5.20094,206.336,0.0577485,351.332,-34.2148,31.4441,20.3131,46.95,
1261.79,-0.313728,5.20218,207.29,0.0690933,352.408,-36.7715,34.7198,20.2647,47.07,
1259.57,-0.314555,5.20103,208.066,0.0777986,353.344,-37.9945,37.3715,19.9795,47.17,
1257.41,-0.316963,5.19728,208.906,0.0862608,354.461,-38.531,39.8655,19.4229,47.29,
1255.32,-0.324081,5.19071,209.728,0.0944013,355.751,-38.2699,42.3144,18.5319,47.4,
1253.5,-0.33412,5.18171,210.531,0.102264,356.864,-37.4493,44.23,17.5841,47.5,
1251.63,-0.344877,5.17065,211.315,0.109811,358.114,-36.0148,46.2294,16.3455,47.61,
1249.75,-0.360631,5.15774,212.085,0.117037,359.373,-34.2198,48.106,14.9442,47.72,
1248.33,-0.378833,5.14446,212.842,0.124133,360.621,-32.3112,49.8529,13.4052,47.83,
1246.94,-0.402851,5.12853,213.514,0.13051,361.83,-30.3543,51.549,11.7295,47.94,
1245.74,-0.429339,5.11166,214.236,0.137284,362.893,-28.4377,53.1724,9.94066,48.05,
1244.74,-0.458342,5.0941,214.94,0.14376,364.02,-26.6966,54.6989,8.07212,48.16,
1243.95,-0.489703,5.07609,215.625,0.149976,365.096,-25.3317,56.137,6.14354,48.27,
1243.37,-0.523485,5.05778,216.29,0.155949,366.122,-24.1497,57.3558,4.17566,48.38,
1243.01,-0.558247,5.03895,216.932,0.162479,367.066,-23.1709,59.0231,2.12519,48.49,
1242.88,-0.58653,5.01835,217.54,0.172261,367.71,-22.1132,62.0317,-0.0803462,48.6,
1243.01,-0.60385,4.99758,218.108,0.182819,368.219,-20.7501,65.0318,-2.56112,48.71,
1243.43,-0.611305,4.97526,218.634,0.195711,368.505,-18.762,69.112,-5.07087,48.81,
1244.17,-0.615158,4.95011,219.108,0.211932,368.395,-16.4438,74.5232,-8.13117,48.93,
1245.27,-0.618363,4.9226,219.547,0.230603,367.999,-13.9269,80.5786,-11.639,49.03,
1246.79,-0.622156,4.8933,219.96,0.250927,367.363,-11.0719,87.5693,-16.0182,49.15,
1248.57,-0.627633,4.86209,220.346,0.273078,366.511,-8.73051,93.5601,-20.1648,49.25,
1251.29,-0.638285,4.82806,220.7,0.297969,365.286,-6.54587,100.774,-25.2063,49.36,
1254.39,-0.655562,4.79213,221.019,0.324176,363.82,-5.06534,108.019,-30.7652,49.48,
1257.76,-0.677394,4.75848,221.296,0.350589,362.247,-4.53021,114.861,-36.7978,49.58,
1262.13,-0.706558,4.72041,221.511,0.374762,360.589,-4.90833,121.291,-43.1777,49.69,
1267.18,-0.736556,4.6902,221.704,0.393531,360.161,-6.1419,123.597,-49.2227,49.8,
1272.9,-0.768551,4.66184,221.873,0.408747,360.036,-8.08691,124.754,-55.1763,49.91,
1279.86,-0.803761,4.63327,221.992,0.421932,360.21,-10.5318,124.801,-60.9129,50.02,
1286.23,-0.833572,4.60899,222.071,0.434262,360.273,-13.0482,124.902,-66.4703,50.13,
1293.82,-0.866235,4.58218,222.127,0.447504,360.311,-16.288,124.864,-71.8138,50.24,
1301.97,-0.900016,4.55436,222.153,0.46191,360.222,-19.5044,124.916,-76.9154,50.35,
1310.68,-0.936362,4.52491,222.146,0.47391,359.982,-22.6692,125.174,-81.3331,50.46,
1319.9,-0.973719,4.49425,222.11,0.486526,359.614,-26.2132,125.503,-85.9258,50.56,
1329.62,-1.01214,4.46063,222.043,0.499272,358.955,-29.6615,126.432,-90.2445,50.67,
1339.78,-1.05052,4.42572,221.946,0.510806,358.129,-32.9013,127.718,-94.5459,50.79,
1350.37,-1.08767,4.3918,221.82,0.519789,357.516,-35.8416,128.094,-97.8528,50.89,
1360.33,-1.12131,4.35668,221.67,0.52715,356.973,-38.4304,128.272,-101.257,51,
1371.62,-1.16057,4.32187,221.498,0.533375,356.081,-40.7781,129.327,-104.28,51.11,
1384.3,-1.20399,4.28135,221.305,0.536681,355.454,-42.9254,129.568,-106.961,51.22,
1395.11,-1.24085,4.24661,221.092,0.537934,354.824,-44.7562,129.798,-109.314,51.33,
1407.24,-1.28106,4.20828,220.863,0.536795,354.264,-46.1946,129.864,-111.309,51.44,
1419.57,-1.32106,4.16914,220.642,0.533495,353.704,-47.2085,130.003,-112.956,51.55,
1432.06,-1.35964,4.12929,220.36,0.527981,353.107,-47.6223,130.375,-114.272,51.66,
1444.69,-1.39157,4.09145,220.112,0.520881,352.791,-47.0713,130.367,-115.309,51.77,
1457.42,-1.41481,4.05463,219.815,0.511234,352.583,-45.0672,130.365,-116.347,51.88,
1470.28,-1.40129,4.02297,219.487,0.500778,352.78,-37.5477,130.482,-117.63,51.99,
1483.29,-1.36646,3.9949,219.167,0.487408,353.606,-27.3357,129.714,-119.097,52.1,
1496.47,-1.32616,3.96461,218.929,0.475068,354.101,-16.6717,129.172,-120.746,52.21,
1509.84,-1.28625,3.93151,218.688,0.459569,354.299,-3.10284,128.581,-122.567,52.32,
1523.42,-1.24916,3.89544,218.455,0.446881,354.029,8.32646,128.225,-124.34,52.42,
1537.22,-1.21566,3.85701,218.216,0.433943,353.272,20.5977,127.945,-126.392,52.54,
1551.25,-1.1859,3.81694,217.959,0.422746,352.077,32.2006,127.767,-128.524,52.64,
