Time,Roll,Pitch,Altitude,Airspeed,Vertical Velocity,X Acceleration,Y Acceleration,Z Acceleration
173.14999999999998,0.1655729898905741,0.2880889660901745,0.7100606957885018,0.9190400697563796,0.36015906762956523,0.9428815963845187,0.5448032777409731,0.7549741547671757
173.25,0.16399604067604376,0.2969678272033834,0.7084489689364214,0.9192281111152641,0.3754762130197888,0.9429771653810868,0.5223877444855966,0.7518565650694141
173.35999999999999,0.16172872672394709,0.3059387508496337,0.7067045497129849,0.9193534720211869,0.39213630925226167,0.9430063670189269,0.505986590251255,0.7494132874103973
173.47,0.1595605499700277,0.3132579110339098,0.7054051353934864,0.9194091879793748,0.4084705234254629,0.9431245009174625,0.4971121021203943,0.7398214872620894
173.57999999999998,0.15693007540077367,0.3183872819273469,0.7041348486677003,0.9194556179445316,0.42405725746059897,0.943636856926841,0.49600739848206626,0.7054308942206093
173.69,0.15417632141409704,0.32175522996752515,0.7030199091083795,0.9195438348783291,0.4380011534124655,0.9443655705256722,0.5009623806750226,0.666974056981744
173.79999999999998,0.15117292660713982,0.32474178687410316,0.7020392801200654,0.9197016967598617,0.45011577162433186,0.9451473780114854,0.5126703451587518,0.6213666600570957
173.91,0.15007265780664342,0.32697624046522167,0.7011767797062514,0.9198549156448786,0.460570336641504,0.9457008817832749,0.5231178110452579,0.5851161066187155
174.01999999999998,0.1502755551811514,0.32960265840948566,0.7004146076707796,0.9200638504880836,0.4695082503421503,0.9462437667776684,0.5312236840350183,0.5568432146417386
174.12,0.15072912070441857,0.3317397704100899,0.6997382002167941,0.9202727853312883,0.4766175749072536,0.9466419709300351,0.5353517613633837,0.5367157133039795
174.23,0.1513085339663046,0.3339436167963145,0.6991378481463907,0.9205304716379076,0.48355405975365173,0.9470494665126237,0.5358455122248356,0.5191632283316989
174.35,0.15189411119906185,0.3360239030284722,0.698605460461316,0.9208090514288474,0.49030048976992,0.9474317424988957,0.5322423091800756,0.505554076701806
174.45,0.1524298630006107,0.3380009440374594,0.6981345643629672,0.9210969172128186,0.49542215756991487,0.9477927809303748,0.5252215320726866,0.4950231289708354
174.56,0.15287007325365717,0.3399074465674798,0.6977186870527415,0.9213824614985318,0.5006359262160325,0.9481285997655374,0.5158893962500724,0.4868892824450704
174.67,0.15318494943232397,0.34178317347632353,0.6973545921313379,0.9216447908016668,0.5055059090869966,0.9484245981854634,0.5056035498486068,0.48061675444719987
174.78,0.15335189031008373,0.3436693603202175,0.6970649343938655,0.9218839051222234,0.5101064754641624,0.9486874129260253,0.4957690152993851,0.4757885987619278
174.89,0.15340787971216308,0.3456036553130428,0.6967930768525508,0.9220835539723969,0.5144959845752601,0.9489210260287472,0.48765209349476013,0.4720775058195913
175.0,0.15335086298160516,0.34761573899252324,0.6965649107018045,0.9222832028225705,0.5187217779767079,0.949128092187978,0.482223190506467,0.4692274679277365
175.10999999999999,0.15319881836678395,0.34972396344686957,0.6963642539451198,0.9224782086762283,0.5228217461287519,0.9493125934452412,0.4800464850540881,0.46704019796117374
175.22,0.15303804145989536,0.35193361528585454,0.6962364161727158,0.9226221415682139,0.5268271861039621,0.9494758571477114,0.48122806354513564,0.4653601899210382
175.32999999999998,0.1528664776039823,0.3540241673589608,0.6961328513950721,0.9227637529619417,0.5307635246219131,0.9496085918651671,0.4854270133519481,0.46406928641081285
175.42999999999998,0.15273754787992788,0.3563965712559474,0.6960713598083462,0.922884470871349,0.5342993880027889,0.9497360171939243,0.49126309962607434,0.4631593386445309
175.54999999999998,0.15267385351425955,0.35947670115550184,0.6960503232128873,0.9229959027877247,0.5385605777391395,0.9498276041489688,0.49973700708280167,0.4653730921654855
175.66,0.15269748206926553,0.3620944792689374,0.6960697416086955,0.9230701907319754,0.5425340988319547,0.9498860074246491,0.5077530667686329,0.46827134370764334
175.76,0.15280997453766368,0.3649985650630617,0.6961296149957708,0.9231351926831947,0.546270862563158,0.9499311372285842,0.5143047694421349,0.4702080385057299
175.87,0.15299900297771157,0.36786972283060193,0.6962331797734145,0.9231793011500934,0.5504973789992855,0.9499669756022971,0.5198578548848212,0.4721766493821862
175.98999999999998,0.15324093883440335,0.3706840117815875,0.6963820541412772,0.9232025161326717,0.5552224106320528,0.9499895405042647,0.5230611219549066,0.47373985815679887
176.09,0.1535059895818619,0.37342813986858997,0.6965746198997086,0.9232048376309296,0.5592199833013419,0.9499988319344864,0.52361912045209,0.47497100390326835
176.2,0.1536837174086461,0.3784473982327619,0.6968157316476603,0.9231885871431248,0.5639331365072261,0.9498289314961432,0.5215876502260894,0.4931910102593215
176.31,0.15378645025649826,0.3840920625330413,0.6971086257844341,0.9231235851919055,0.5693712180552088,0.9495515159366612,0.5172637176483142,0.5163688738106168
176.42,0.15379312789160862,0.38972147118797673,0.6974274111156186,0.9229726878051464,0.5757907331055201,0.949226315878895,0.5113347057280435,0.5343070679853212
176.53,0.15362259136417408,0.39611026357525864,0.6978481430247963,0.9227544669689103,0.5831044010432358,0.948748470896055,0.5047136422851706,0.5597367127254157
176.64,0.15331285182789986,0.40356899025753334,0.6983481667168573,0.922413206725009,0.5914587224665812,0.9481458552788067,0.4983493470750653,0.5791600231425522
176.75,0.15286442294702526,0.410465976889963,0.6989388095893566,0.921986051045568,0.6005952985530699,0.9475538584389549,0.4931264589104135,0.5939493906066228
176.85999999999999,0.15223723891088795,0.41737331017294765,0.6996928906265749,0.921447463449751,0.6103192542413731,0.9469459334330083,0.4897096851643539,0.6051892827166966
176.97,0.15161930083105735,0.4236923193112303,0.7004162258704303,0.9209413768295437,0.6195522349518408,0.9463778288422984,0.4884903139464055,0.6130223032271909
177.07999999999998,0.15087191936293307,0.4306464768522015,0.7013127084769087,0.9203285012894762,0.6309634437108894,0.9457314107682898,0.4892783367643201,0.6201674303889959
177.19,0.1500767671205575,0.4382720338343026,0.702317610459983,0.9196599097912208,0.6416798505728328,0.9449947330864115,0.4923990823036668,0.625031576545621
177.29999999999998,0.14925644533045815,0.4452873650026433,0.703435786418605,0.918870600383558,0.6525613503533402,0.9442925664310715,0.49680097905393694,0.6286768001347266
177.39999999999998,0.1489729026703863,0.45168793897741866,0.704667236352775,0.9181671864114349,0.6626184184477134,0.9436302201909681,0.49988662181929744,0.6311119290077767
177.51,0.15245554621257376,0.4560637414092591,0.7060119602624926,0.917352340522936,0.6736663883556986,0.9431815768459684,0.4947808688770225,0.6131289165102553
177.62,0.15968742503712502,0.4587297031946228,0.707469958147758,0.9165444591292106,0.6841791404494866,0.9429267261884535,0.4778185371102347,0.5813092654412703
177.73999999999998,0.1708329117006036,0.46023789743977045,0.7090299026110166,0.9157667572128371,0.6943725522263443,0.9426878036970335,0.44671714589326444,0.5449344430168979
177.84,0.18683714840324903,0.45950532437127106,0.7106804662547134,0.915077272230261,0.7018392625046266,0.9426121449080839,0.40113511566797533,0.5040628488698992
177.95,0.20561517199790222,0.45756815950456914,0.7124087034816429,0.9144899331710297,0.7084045895487059,0.9425643604098001,0.34820884705505734,0.4600437861432611
178.07,0.22428173045263577,0.4552722604032928,0.7141935776963465,0.913907237108314,0.7134923435791938,0.9423944599714569,0.2904175429392071,0.4193018935062324
178.17,0.24075956558387954,0.45212144097877804,0.7158506141386459,0.9133175765508247,0.7162071666508861,0.9421528827856878,0.24851163349058072,0.3863943795106925
178.28,0.25836438005606127,0.448241069405634,0.7176953617404247,0.9127163085020464,0.7176205272988629,0.9418515749770634,0.2141913912614323,0.35092271419762977
178.39,0.27556339977922717,0.4442934823653803,0.719548200340457,0.9121614704184245,0.7174191104951927,0.9414918638927589,0.19551511486765877,0.3196829850632753
178.5,0.29255489914973154,0.44062306472320817,0.7213913297425849,0.9114998434149426,0.7157389156201314,0.9410352564647116,0.19333647531690312,0.2954051033130247
178.60999999999999,0.3106209841087694,0.43603655313042816,0.7233752425143225,0.9107012480142485,0.7127520937879271,0.9405029902477149,0.20726642983224475,0.2696861766711123
178.72,0.3241385722291538,0.4318427611207613,0.7249934421650056,0.9099699760630314,0.7085278497465076,0.9399375403513541,0.2338169320308922,0.24800483766260223
178.82,0.338904878115181,0.427309115625708,0.726728152190538,0.9091295936936965,0.703741532317068,0.9392619206395054,0.26733263379736877,0.2326172474487509
178.94,0.3554803094518843,0.42272184880296054,0.7285518631968578,0.908210280383595,0.6971336839477693,0.9385079874443576,0.314471279750657,0.2203896885262377
179.04999999999998,0.3697796945444235,0.4186851446265388,0.730011479281774,0.907383827003807,0.6905206710450434,0.9378204216079377,0.35800983500140054,0.21381782845719033
179.16,0.3860140528262576,0.41498829393550335,0.7315520053492243,0.9066548765508479,0.6835850469542164,0.937144801896089,0.39583768690726556,0.20982139219291976
179.26,0.4026988946459235,0.4102771693980817,0.7330180942327432,0.9058771746344743,0.6770236793857648,0.936540858931666,0.42120171979138415,0.20517149120066924
179.37,0.4196734430965324,0.40449724341061855,0.73440812773268,0.9051296521954525,0.6694886251151261,0.9358864767746102,0.4365555708702553,0.19638417994692423
179.48,0.43505203675575826,0.3980737104448305,0.7357188694497333,0.9043983802442356,0.6614639730755658,0.9352334219647288,0.43740857494742363,0.18558289624150828
179.59,0.44803387307459375,0.39135979155652895,0.7369438465853005,0.903690323275597,0.6528317997538239,0.9345896585850693,0.42436074713997984,0.17510932954505323
179.7,0.4592471634176547,0.38475213352465826,0.7380733499414773,0.9030101242860522,0.6436294619416925,0.9339684601073771,0.40117846614883224,0.16815970533989943
179.81,0.46988771813394,0.377992976361302,0.7390167603378256,0.9023670692686329,0.6340008779706827,0.9333764632675252,0.37459950824993,0.1627373673445551
179.92,0.4801384016926264,0.3710464466430028,0.7400378443174067,0.9017565152268231,0.6241071812837309,0.9328003945937681,0.348741279884043,0.15593652638984332
180.03,0.4891681053545901,0.36388407219998486,0.7407935435542757,0.901180783658881,0.6137865498334438,0.9322535275578513,0.3267074531703652,0.15005717731486634
180.14,0.4977607834817908,0.35598768975152933,0.7415233515967337,0.9006352315682905,0.603172572884478,0.9317093152162833,0.3109578900098261,0.13942776508679813
180.25,0.5046291421242173,0.34836953402311005,0.7421382674639934,0.9001639674219507,0.5919858491784088,0.9311823583879848,0.3022384409833223,0.12869513490315165
180.35999999999999,0.511725310856756,0.3397408277320444,0.7426771279476708,0.8996300228226494,0.5802973049743064,0.9306965493220972,0.3048617008505587,0.12214147378942991
180.47,0.5176538180406072,0.33271188580922895,0.7430137134750129,0.8992191176310133,0.568265835750622,0.9302970178225559,0.3186551569287407,0.11812683856983372
180.57999999999998,0.5232839376678718,0.32437210180499965,0.7432629162212181,0.8988105339376349,0.5559778613667077,0.929876248768222,0.3412545406849821,0.11130019312622738
180.69,0.5276823315425285,0.3161835208821086,0.7433842811950193,0.8984437372128975,0.543352092066416,0.9295006095178224,0.36849865057733955,0.10703566180365226
180.79999999999998,0.532168890747212,0.30809795332678797,0.7433745719971153,0.8981280134498324,0.5316918322903845,0.9291727547657073,0.39756503683679323,0.10452651479140465
180.89999999999998,0.5370297930395413,0.3000712937089344,0.7432305522282044,0.8978656841466973,0.5187488057016448,0.9288913571647016,0.4311652164634011,0.10291916675947226
181.01,0.542319717977786,0.29207227550789217,0.7429538400879376,0.8976613923000082,0.5057343536156038,0.9286550893676305,0.46248138152424734,0.10196507973587066
181.12,0.546284229942824,0.28334453591118497,0.7425411991770133,0.8975104949132492,0.4926489752704925,0.9284360770838289,0.48746650897466115,0.09668330829845198
181.23999999999998,0.5465708032219075,0.27476965485990484,0.7419910112957812,0.8974106704881624,0.47931449426306416,0.9282661766454857,0.4999791028451254,0.09343194269773707
181.34,0.5445332512840322,0.2663096442866853,0.7413032764442409,0.8973642405230057,0.46582731521729775,0.9281453880526013,0.5034684830888663,0.09145110864233073
181.45,0.5420913428570107,0.25791919039347483,0.7405556682056252,0.8973735265160371,0.4522471745698374,0.9280763659995244,0.5047049721889992,0.09025052084323636
181.56,0.5395926231651271,0.24956800845857563,0.7395993122120715,0.8974408499655143,0.4386117734147035,0.9280577831390806,0.5051640426657656,0.08950219066529402
181.67,0.5373136490347992,0.24200438033381164,0.738503791048559,0.8975546033801478,0.4249436635478624,0.9280896394712699,0.5050842333189572,0.0890112263108001
181.78,0.5345720021142419,0.23292047428441962,0.7372642501161357,0.897758895226837,0.41125627275622545,0.9281706076489177,0.5045593590353518,0.08867101449669021
181.89,0.5326610016349933,0.22460765803187072,0.7358839258141031,0.8979817590595889,0.3975585528977337,0.9283033423663734,0.5028889205063336,0.08842926717967797
181.98999999999998,0.5358029676437759,0.2170500717468469,0.7343628181424608,0.898283553833107,0.3851032476307703,0.9284652787216691,0.50664418369933,0.08831314697965245
182.10999999999999,0.5415736206702599,0.20804244392417487,0.7326993089015587,0.8986828515334542,0.3701598423095794,0.9287148199904857,0.5096209167181686,0.08828802155625512
182.22,0.5488892781322346,0.20155048712332907,0.730895016291047,0.8990751847390275,0.3565886535200599,0.9290055090217134,0.5028364553089889,0.09499515147234978
182.32,0.558138830088602,0.19440978778037915,0.7289499403109259,0.8995789498609772,0.3444623290324247,0.9293877850079854,0.48900845223221634,0.10041613133669967
