0.498759,0.0,0.0,0.0,0.0,0.280397,0.2134,0.0,0.007444,0.0,0.0
0.0,0.399361,0.052716,0.038339,0.0,0.0,0.044728,0.111821,0.353035,0.0,0.0
0.0,0.0,0.936599,0.017291,0.0,0.0,0.0,0.011527,0.034582,0.0,0.0
0.0,0.060322,0.0,0.809651,0.0,0.0,0.032172,0.08311,0.014745,0.0,0.0
0.005525,0.013812,0.01105,0.052486,0.68232,0.088398,0.048343,0.06768,0.017956,0.012431,0.0
0.125867,0.003964,0.0,0.0,0.111001,0.533201,0.193261,0.028741,0.003964,0.0,0.0
0.048333,0.075,0.006667,0.013333,0.015,0.063333,0.501667,0.215,0.055,0.005,0.001667
0.0,0.068627,0.001634,0.112745,0.009804,0.017974,0.081699,0.604575,0.03268,0.068627,0.001634
0.039861,0.017331,0.103986,0.0,0.0,0.003466,0.062392,0.006932,0.762565,0.003466,0.0
0.001067,0.0,0.0,0.007471,0.116329,0.01174,0.024546,0.060832,0.010672,0.766275,0.001067
0.0,0.0,0.0,0.0,0.001225,0.0,0.0,0.025735,0.0,0.0,0.973039
