0.574405,0.002976,0.0,0.0,0.0,0.256696,0.018601,0.0,0.00744,0.139881,0.0
0.001821,0.630237,0.065574,0.0,0.0,0.0,0.302368,0.0,0.0,0.0,0.0
0.0,0.022167,0.857143,0.0,0.022167,0.0,0.009852,0.014778,0.068966,0.0,0.004926
0.0,0.0,0.0,0.995012,0.0,0.0,0.0,0.004988,0.0,0.0,0.0
0.0,0.0,0.0,0.006305,0.916772,0.0,0.0,0.070618,0.0,0.0,0.006305
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.018391,0.22069,0.013793,0.0,0.0,0.011494,0.733333,0.0,0.002299,0.0,0.0
0.0,0.0,0.0,0.077491,0.009225,0.0,0.0,0.913284,0.0,0.0,0.0
0.035313,0.0,0.0,0.001605,0.012841,0.001605,0.00321,0.001605,0.714286,0.229535,0.0
0.18171,0.0,0.0,0.0,0.0,0.038005,0.0,0.0,0.24228,0.538005,0.0
0.007055,0.0,0.0,0.0,0.070547,0.001764,0.0,0.068783,0.001764,0.0,0.850088
