0.464579,0.068606,0.0,0.044743,0.03132,0.0,0.002983,0.190157,0.137211,0.060403,0.0
0.088889,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.311111,0.0,0.0
0.0,0.010169,0.928814,0.0,0.0,0.0,0.0,0.00678,0.054237,0.0,0.0
0.222543,0.00289,0.0,0.210983,0.234104,0.0,0.049133,0.020231,0.00289,0.254335,0.00289
0.018156,0.0,0.0,0.147346,0.355447,0.006285,0.195531,0.0,0.000698,0.203212,0.073324
0.0,0.0,0.0,0.0,0.0,0.816733,0.011952,0.0,0.0,0.0,0.171315
0.0,0.0,0.0,0.075758,0.318182,0.022727,0.265152,0.0,0.0,0.143939,0.174242
0.145349,0.159884,0.002907,0.0,0.0,0.0,0.0,0.348837,0.343023,0.0,0.0
0.035714,0.22619,0.142857,0.0,0.0,0.0,0.0,0.171131,0.424107,0.0,0.0
0.118033,0.0,0.0,0.213115,0.27541,0.0,0.081967,0.009836,0.0,0.295082,0.006557
0.0,0.0,0.0,0.022989,0.082375,0.272031,0.143678,0.0,0.0,0.017241,0.461686
