0.970944,0.012107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012107,0.004843
0.043367,0.859694,0.022959,0.005102,0.0,0.002551,0.012755,0.035714,0.0,0.002551,0.015306
0.0,0.008746,0.970845,0.0,0.0,0.0,0.0,0.005831,0.008746,0.005831,0.0
0.0,0.0,0.0,0.993056,0.0,0.0,0.002315,0.002315,0.0,0.0,0.002315
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.002717,0.0,0.0,0.0,0.777174,0.133152,0.0,0.0,0.0,0.086957
0.0,0.002193,0.0,0.004386,0.0,0.107456,0.879386,0.0,0.0,0.0,0.006579
0.0,0.016495,0.0,0.002062,0.0,0.0,0.004124,0.952577,0.010309,0.012371,0.002062
0.003165,0.001582,0.025316,0.0,0.0,0.0,0.003165,0.018987,0.941456,0.006329,0.0
0.010033,0.001672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.988294,0.0
0.002475,0.05198,0.0,0.0,0.0,0.012376,0.012376,0.0,0.0,0.007426,0.913366
