0.793605,0.055233,0.034884,0.034884,0.002907,0.011628,0.023256,0.014535,0.02907,0.0,0.0
0.064725,0.31068,0.23301,0.022654,0.016181,0.0,0.142395,0.126214,0.07767,0.003236,0.003236
0.007013,0.067321,0.56101,0.023843,0.008415,0.01683,0.130435,0.115007,0.057504,0.0,0.012623
0.02038,0.019022,0.017663,0.78125,0.046196,0.027174,0.048913,0.008152,0.013587,0.004076,0.013587
0.001536,0.013825,0.004608,0.010753,0.831029,0.026114,0.033794,0.029186,0.016897,0.019969,0.012289
0.008157,0.016313,0.022838,0.006525,0.019576,0.773246,0.096248,0.006525,0.004894,0.001631,0.044046
0.010309,0.056701,0.044674,0.02921,0.101375,0.07732,0.407216,0.092784,0.109966,0.013746,0.056701
0.009859,0.070423,0.108451,0.023944,0.011268,0.026761,0.073239,0.607042,0.06338,0.0,0.005634
0.006452,0.030645,0.082258,0.001613,0.01129,0.004839,0.059677,0.05,0.751613,0.001613,0.0
0.0,0.002937,0.004405,0.002937,0.020558,0.0,0.016153,0.002937,0.004405,0.942731,0.002937
0.012543,0.019384,0.049031,0.014823,0.036488,0.118586,0.079818,0.011403,0.00114,0.004561,0.652223
