0.846765,0.055619,0.012486,0.00227,0.0,0.003405,0.022701,0.035187,0.014756,0.0,0.00681
0.060703,0.29393,0.134185,0.009585,0.0,0.00639,0.073482,0.249201,0.146965,0.01278,0.01278
0.005865,0.190616,0.478006,0.0,0.0,0.0,0.005865,0.143695,0.170088,0.005865,0.0
0.004115,0.00823,0.002058,0.911523,0.0,0.006173,0.032922,0.002058,0.026749,0.002058,0.004115
0.0,0.0,0.0,0.0,0.998713,0.001287,0.0,0.0,0.0,0.0,0.0
0.016129,0.032258,0.0,0.003226,0.0,0.53871,0.167742,0.009677,0.0,0.003226,0.229032
0.022959,0.040816,0.005102,0.038265,0.0,0.214286,0.420918,0.071429,0.028061,0.005102,0.153061
0.039139,0.1409,0.093933,0.009785,0.0,0.003914,0.091977,0.389432,0.21135,0.001957,0.017613
0.016272,0.079882,0.130178,0.002959,0.0,0.0,0.04142,0.171598,0.551775,0.001479,0.004438
0.001795,0.005386,0.0,0.0,0.0,0.0,0.003591,0.003591,0.0,0.983842,0.001795
0.006803,0.052154,0.0,0.011338,0.0,0.174603,0.154195,0.022676,0.006803,0.004535,0.566893
