0.938616,0.026786,0.002232,0.0,0.0,0.0,0.0,0.020089,0.002232,0.0,0.0,0.002232,0.002232,0.0,0.0,0.0,0.0,0.0,0.0,0.00558
0.013524,0.854996,0.003757,0.002254,0.006011,0.000751,0.013524,0.002254,0.003005,0.002254,0.0,0.003757,0.000751,0.006011,0.004508,0.003757,0.006011,0.000751,0.000751,0.071375
0.000429,0.000363,0.929223,0.001024,0.013971,0.007695,0.026389,0.000826,0.000132,0.000462,0.000628,0.001288,0.002279,0.002114,0.000165,0.000528,0.005978,0.002939,0.002774,0.000793
0.0,0.005451,0.006474,0.866099,0.003407,0.004429,0.069165,0.000681,0.0,0.003748,0.002044,0.010903,0.006814,0.007836,0.002385,0.000341,0.004429,0.003407,0.0,0.002385
0.000116,0.006006,0.006699,0.003927,0.924809,0.001848,0.013514,0.002888,0.003581,0.004505,0.013629,0.002772,0.00104,0.002195,0.002426,0.004158,0.000809,0.001964,0.002195,0.000924
0.000586,0.001757,0.001172,0.002929,0.005858,0.919156,0.028705,0.002343,0.001172,0.000586,0.000586,0.004101,0.008202,0.015231,0.0,0.001172,0.0,0.002929,0.002343,0.001172
0.000155,0.003412,0.004963,0.049783,0.003722,0.01737,0.888958,0.002016,0.001706,0.001086,0.001706,0.003102,0.014268,0.00031,0.0,0.000931,0.002481,0.000931,0.001086,0.002016
0.0,0.003282,0.004376,0.006565,0.009847,0.002188,0.016411,0.90372,0.008753,0.003282,0.008753,0.009847,0.009847,0.002188,0.002188,0.003282,0.001094,0.001094,0.002188,0.001094
0.001701,0.01644,0.002834,0.001701,0.00737,0.001701,0.010204,0.029478,0.9161,0.000567,0.000567,0.000567,0.006236,0.0,0.000567,0.001134,0.0,0.000567,0.002268,0.0
0.0,0.0,0.009162,0.002618,0.018325,0.0,0.001309,0.001309,0.001309,0.862565,0.024869,0.0,0.0,0.0,0.001309,0.006545,0.005236,0.002618,0.062827,0.0
0.0,0.0,0.023256,0.006645,0.046512,0.006645,0.016611,0.009967,0.016611,0.083056,0.55814,0.026578,0.003322,0.0,0.016611,0.009967,0.003322,0.0,0.116279,0.056478
0.0,0.008511,0.068085,0.025532,0.038298,0.004255,0.008511,0.004255,0.0,0.0,0.008511,0.740426,0.029787,0.0,0.004255,0.0,0.025532,0.004255,0.008511,0.021277
0.0,0.008929,0.0,0.004464,0.013393,0.017857,0.035714,0.022321,0.008929,0.0,0.013393,0.035714,0.799107,0.0,0.008929,0.004464,0.004464,0.017857,0.004464,0.0
0.0,0.004695,0.00313,0.00939,0.004695,0.010955,0.0,0.004695,0.00313,0.0,0.001565,0.007825,0.001565,0.932707,0.0,0.004695,0.00626,0.001565,0.0,0.00313
0.0,0.0,0.02907,0.002907,0.008721,0.0,0.002907,0.002907,0.017442,0.008721,0.014535,0.008721,0.005814,0.002907,0.75,0.125,0.002907,0.005814,0.011628,0.0
0.0,0.0,0.013736,0.002747,0.019231,0.008242,0.021978,0.0,0.0,0.008242,0.019231,0.005495,0.0,0.0,0.076923,0.802198,0.002747,0.010989,0.002747,0.005495
0.0,0.001992,0.035857,0.007968,0.017928,0.001992,0.007968,0.005976,0.0,0.003984,0.003984,0.017928,0.00996,0.003984,0.0,0.0,0.874502,0.003984,0.0,0.001992
0.004124,0.008247,0.051546,0.008247,0.016495,0.012371,0.016495,0.008247,0.004124,0.002062,0.006186,0.016495,0.008247,0.0,0.006186,0.012371,0.002062,0.806186,0.008247,0.002062
0.0,0.0,0.002309,0.002309,0.016166,0.009238,0.004619,0.004619,0.002309,0.076212,0.018476,0.006928,0.002309,0.0,0.006928,0.0,0.0,0.0,0.845266,0.002309
0.008811,0.127753,0.004405,0.0,0.017621,0.0,0.004405,0.0,0.0,0.0,0.004405,0.0,0.004405,0.0,0.0,0.0,0.0,0.0,0.0,0.828194
