"E","tau","tp","nn","num_pred","rho","mae","rmse","perc","p_val","const_pred_num_pred","const_pred_rho","const_pred_mae","const_pred_rmse","const_pred_perc","const_p_val"
10,1,0,11,325,0.999988285536046,0.0022807589342172,0.0033508900863123,0.993846153846154,0,325,1,0,0,1,0
10,1,1,11,324,0.999979329537659,0.00277918698242703,0.00437797521694667,0.993827160493827,0,324,0.999567841602234,0.0179564569473816,0.0225535321480255,0.993827160493827,0
10,1,2,11,323,0.999964124787017,0.00338221910794149,0.00569830468444777,0.993808049535604,0,323,0.998254491261719,0.0359337694822275,0.0451409925483676,0.987616099071207,0
10,1,3,11,322,0.99993997867722,0.00408985588104979,0.00729426604514422,0.993788819875776,0,322,0.996034268930831,0.053912661657115,0.0677459379906127,0.981366459627329,0
10,1,4,11,321,0.999903590345199,0.0049098070466066,0.00915228919466179,0.993769470404984,0,321,0.992881199052421,0.0718791969641261,0.0903515446403814,0.975077881619938,0
10,1,5,11,320,0.999851019089667,0.00583874403216439,0.0112619778061684,0.990625,0,320,0.988769293436498,0.0898106276501007,0.112940651784022,0.96875,0
10,1,6,11,319,0.999777662541139,0.00688199490226403,0.0136146930068411,0.987460815047022,0,319,0.983672885407268,0.107699175632983,0.135495806198331,0.962382445141066,0
10,1,7,11,318,0.999678236792306,0.00803131800547018,0.0162026720297343,0.984276729559748,0,318,0.977567018215279,0.125513789483342,0.157999306998132,0.955974842767296,0
10,1,8,11,317,0.999546767159039,0.00930012099280146,0.0190184613019648,0.984227129337539,0,317,0.970427889537397,0.14325943787317,0.180433250819162,0.949526813880126,2.85591849345042e-303
10,1,9,11,316,0.999376591168038,0.0106687698134965,0.0220545868112818,0.974683544303797,0,316,0.962233352324631,0.160889117905773,0.20277957719828,0.943037974683544,7.72183572702684e-268
10,1,10,11,315,0.99916037614997,0.0121541071575355,0.0253033681629793,0.971428571428571,0,315,0.952963470281287,0.17842966903632,0.225020114017686,0.936507936507937,8.2462182096244e-238
