GAE/ACALTF,GAE/ACPHIR,GAE/ACPSIR,GAE/IAIRSPK,GAE/THETAR,GAE/UBODYF,GAE/VBODYF,GAE/WBODYF,GAE/Z1DOTF,zzSCENARIO/SYSTEM_TIME,CLASS
1.00282,0,0,24.4128,0,41.1627,0,0.0189634,0,14.31,takeoff
1.00282,0,0,25.422,0,42.8643,0,0.0190648,0,14.42,takeoff
1.00282,0,0,26.3392,0,44.4109,0,0.0190563,0,14.53,takeoff
1.00282,0,0,27.3479,0,46.2662,0,0.0190476,0,14.64,takeoff
1.00282,0,0,28.3564,0,47.9665,0,0.0190385,0,14.75,takeoff
1.00282,0,0,29.4561,0,49.6663,0,0.0190291,0,14.86,takeoff
1.00282,0,0,30.3723,0,51.2111,0,0.0190193,0,14.97,takeoff
1.00282,0,0,31.4715,0,53.0643,0,0.0191486,0,15.08,takeoff
1.00282,0,0,32.3871,0,54.7626,0,0.0191381,0,15.19,takeoff
1.00282,0,0,33.394,0,56.4603,0,0.0191273,0,15.3,takeoff
1.00282,0,0,34.4006,0,58.0031,0,0.0191172,0,15.4,takeoff
1.00282,0,0,35.4068,0,59.6997,0,0.0191058,0,15.51,takeoff
1.00282,0,0,36.4126,0,61.3957,0,0.0192507,0,15.63,takeoff
1.00282,0,0,37.4181,0,63.0911,0,0.0192385,0,15.73,takeoff
1.00282,0,0,38.4232,0,64.7858,0,0.019226,0,15.84,takeoff
1.00282,0,0,39.428,0,66.4799,0,0.0192131,0,15.95,takeoff
1.00282,0,0,40.4323,0,68.1733,0,0.0192,0,16.06,takeoff
1.00282,0,0,41.4362,0,69.8661,0,0.0191865,0,16.17,takeoff
1.00282,0,0,42.3485,0,71.5581,0,0.0193677,0,16.28,takeoff
1.00282,0,0,43.3517,0,73.2494,0,0.0193534,0,16.39,takeoff
1.00282,0,0,44.4455,0,74.94,0,0.0193388,0,16.5,takeoff
1.00282,0,0,45.4477,0,76.6298,0,0.0193239,0,16.61,takeoff
1.00282,0,0,46.3584,0,78.1653,0,0.0193086,0,16.72,takeoff
1.00282,0,0,47.3597,0,80.0071,0,0.0195197,0,16.83,takeoff
1.00282,0,0,48.4515,0,81.6946,0,0.0195036,0,16.94,takeoff
1.00282,0,0,49.4518,0,83.3812,0,0.0194872,0,17.05,takeoff
1.00282,0,0,50.4516,0,85.067,0,0.0194704,0,17.16,takeoff
1.00282,0,0,51.451,0,86.752,0,0.0194533,0,17.27,takeoff
1.00282,0,0,52.359,0,88.283,0,0.0194375,0,17.37,takeoff
1.00282,0,0,53.3573,0,89.9663,0,0.0196695,0,17.48,takeoff
1.00282,0,0,54.3551,0,91.6487,0,0.0196512,0,17.59,takeoff
1.00282,0,0,55.3523,0,93.3302,0,0.0196326,0,17.7,takeoff
1.00282,0,0,56.2584,0,95.0107,0,0.0196136,0,17.81,takeoff
1.00282,0,0,57.3451,0,96.6903,0,0.0195944,0,17.92,takeoff
1.00282,0,0,58.4312,0,98.5214,0,0.0198247,0,18.04,takeoff
1.00282,0,0,59.2452,0,99.894,0,0.0198082,0,18.13,takeoff
1.00282,0,0,60.2397,0,101.571,0,0.0197844,0,18.24,takeoff
1.00282,0,0,61.3238,0,103.399,0,0.0197617,0,18.36,takeoff
1.00282,0,0,62.2267,0,104.921,0,0.0197424,0,18.46,takeoff
1.00282,0,0,63.2193,0,106.595,0,0.0197189,0,18.58,takeoff
1.00282,0,0,64.2113,0,108.267,0,0.0199993,0,18.69,takeoff
1.00282,0,0,65.2927,0,110.091,0,0.0199768,0,18.8,takeoff
1.00282,0,0,66.2833,0,111.761,0,0.0199539,0,18.91,takeoff
1.00282,0,0,67.1833,0,113.279,0,0.0199328,0,19.01,takeoff
1.00282,0,0,68.1727,0,114.947,0,0.0199093,0,19.13,takeoff
1.00282,0,0,69.1614,0,116.765,0,0.0202039,0,19.24,takeoff
1.00282,0,0,70.1493,0,118.28,0,0.0201816,0,19.34,takeoff
1.00282,0,0,71.1366,0,119.944,0,0.0201568,0,19.45,takeoff
1.00282,0,0,72.0336,0,121.608,0,0.0201316,0,19.56,takeoff
1.00282,0,0,73.0195,0,123.119,0,0.0201061,0,19.67,takeoff
1.00282,0,0,74.0047,0,124.931,0,0.0200802,0,19.78,takeoff
1.00282,0,0,75.0787,0,126.591,0,0.020367,0,19.89,takeoff
1.00282,0,0,75.9729,0,128.249,0,0.0203401,0,20,takeoff
1.00282,0,0,76.9559,0,129.756,0,0.0203129,0,20.11,takeoff
1.00282,0,0,77.9381,0,131.412,0,0.0202878,0,20.21,takeoff
1.00282,0,0,78.9196,0,133.067,0,0.02026,0,20.32,takeoff
1.00282,0,0,79.9003,0,134.721,0,0.020592,0,20.43,takeoff
1.00282,0,0,80.8802,0,136.373,0,0.0205603,0,20.55,takeoff
1.00282,0,0,81.9482,0,138.174,0,0.0205309,0,20.66,takeoff
1.00282,0,0,82.8375,0,139.673,0,0.0205039,0,20.76,takeoff
1.00282,0,0,83.815,0,141.321,0,0.0204739,0,20.87,takeoff
1.00282,0,0,84.7917,0,142.968,0,0.0204435,0,20.98,takeoff
1.00282,0,0,85.7675,0,144.613,0,0.0207912,0,21.09,takeoff
1.00282,0,0,86.7424,0,146.257,0,0.0207596,0,21.2,takeoff
1.00282,0,0,87.7166,0,147.9,0,0.0207277,0,21.31,takeoff
1.00282,0,0,88.6898,0,149.541,0,0.0206955,0,21.42,takeoff
1.00282,0,0,89.6622,0,151.18,0,0.0206629,0,21.53,takeoff
1.00282,0,0,90.5454,0,152.67,0,0.021035,0,21.63,takeoff
1.00282,0,0,91.6044,0,154.455,0,0.020998,0,21.75,takeoff
1.00282,0,0,92.5741,0,156.09,0,0.0209639,0,21.86,takeoff
1.00282,0,0,93.4549,0,157.575,0,0.0209294,0,21.97,takeoff
1.00282,0,0,94.4229,0,159.356,0,0.0208945,0,22.08,takeoff
1.00282,0,0,95.39,0,160.838,0,0.0212106,0,22.19,takeoff
1.00282,0,0,96.4439,0,162.615,0,0.0211995,0,22.3,takeoff
1.00282,0,0,97.3213,0,164.095,0,0.0211664,0,22.4,takeoff
1.00282,0,0,98.2856,0,165.72,0,0.0211297,0,22.51,takeoff
1.00282,0,0,99.2489,0,167.345,0,0.0210926,0,22.62,takeoff
1.00282,0,0,100.211,0,168.967,0,0.0210552,0,22.73,takeoff
1.00282,0,0,101.173,0,170.588,0,0.0214394,0,22.84,takeoff
1.00282,0,0,102.133,0,172.208,0,0.0214006,0,22.95,takeoff
1.00282,0,0,103.092,0,173.825,0,0.0213615,0,23.06,takeoff
1.00282,0,0,104.051,0,175.441,0,0.021322,0,23.17,takeoff
1.00282,0,0,104.921,0,177.056,0,0.0212822,0,23.28,takeoff
1.00282,0,0,105.878,0,178.668,0,0.0216455,0,23.39,takeoff
1.00282,0,0,106.833,0,180.279,0,0.0216343,0,23.5,takeoff
1.00282,0,0,107.874,0,181.888,0,0.0215927,0,23.61,takeoff
1.00282,0,0,108.741,0,183.35,0,0.0215508,0,23.72,takeoff
1.00282,0,0,109.78,0,185.101,0,0.0215086,0,23.83,takeoff
1.00282,0,0,110.645,0,186.559,0,0.0214699,0,23.94,takeoff
1.00282,0,0,111.681,0,188.307,0,0.0218651,0,24.05,takeoff
1.00282,0,0,112.544,0,189.762,0,0.0218251,0,24.15,takeoff
1.00282,0,0,113.492,0,191.361,0,0.0217807,0,24.27,takeoff
1.00282,0,0,114.439,0,192.958,0,0.021736,0,24.38,takeoff
1.00282,0,0,115.385,0,194.553,0,0.0216911,0,24.49,takeoff
1.00282,0,0,116.33,0,196.146,0,0.0220353,0,24.59,takeoff
1.00282,0,0,117.274,0,197.737,0,0.0220189,0,24.7,takeoff
1.00282,0,0,118.217,0,199.326,0,0.0219721,0,24.81,takeoff
1.00282,0,0,119.158,0,200.914,0,0.0219249,0,24.92,takeoff
1.00282,0,0,120.013,0,202.499,0,0.0218774,0,25.03,takeoff
1.00282,0,0,120.952,0,204.083,0,0.0218297,0,25.14,takeoff
1.00282,0,0,121.976,0,205.665,0,0.0222348,0,25.25,takeoff
1.00282,0,0,122.913,0,207.244,0,0.0221853,0,25.36,takeoff
1.00282,0,0,123.763,0,208.679,0,0.0221402,0,25.47,takeoff
1.00282,0,0,124.698,0,210.255,0,0.0220856,0,25.58,takeoff
1.00282,0,0,125.632,0,211.829,0,0.0220352,0,25.69,takeoff
1.00282,0,0,126.564,0,213.544,0,0.0224388,0,25.8,takeoff
1.00282,0,0,127.58,0,215.114,0,0.0223891,0,25.91,takeoff
1.00282,0,0,128.425,0,216.539,0,0.0223415,0,26.01,takeoff
1.00282,0,0,129.354,0,218.105,0,0.0222889,0,26.12,takeoff
1.00282,0,0,130.281,0,219.669,0,0.0222311,0,26.24,takeoff
1.00282,0,0,131.208,0,221.231,0,0.0221827,0,26.34,takeoff
1.00282,0,0,132.133,0,222.791,0,0.022586,0,26.45,takeoff
1.00282,0,0,133.057,0,224.348,0,0.0225309,0,26.56,takeoff
1.00282,0,0,133.979,0,225.904,0,0.0224752,0,26.67,takeoff
1.00282,0,0,134.817,0,227.458,0,0.0224192,0,26.78,takeoff
1.00282,0,0,135.737,0,229.009,0,0.0223629,0,26.89,takeoff
1.00282,0,0,136.656,0,230.559,0,0.0227298,0,27,takeoff
1.00282,0,0,137.574,0,231.965,0,0.0226741,0,27.11,takeoff
1.00282,0,0,138.491,0,233.651,0,0.0226158,0,27.22,takeoff
1.00282,0,0,139.406,0,235.194,0,0.0225572,0,27.33,takeoff
1.00282,0,0,140.32,0,236.594,0,0.0225036,0,27.44,takeoff
1.00282,0,0,141.315,0,238.273,0,0.022439,0,27.55,takeoff
1.00282,0,0,142.226,0,239.809,0,0.0228383,0,27.66,takeoff
1.00282,0,0,143.054,0,241.204,0,0.0227828,0,27.76,takeoff
1.00282,0,0,143.962,0,242.736,0,0.0227214,0,27.87,takeoff
1.00282,0,0,144.87,0,244.266,0,0.0226597,0,27.99,takeoff
1.00282,0,0,145.776,0,245.794,0,0.0225977,0,28.09,takeoff
1.00282,0,0,146.68,0,247.319,0,0.0229792,0,28.2,takeoff
1.00282,0,0,147.584,0,248.843,0,0.022918,0,28.31,takeoff
1.00282,0,0,148.486,0,250.363,0,0.0228538,0,28.43,takeoff
1.00282,0,0,149.386,0,251.882,0,0.0227894,0,28.53,takeoff
1.00282,0,0,150.204,0,253.261,0,0.0227305,0,28.63,takeoff
1.00282,0,0,151.184,0,254.913,0,0.0226596,0,28.75,takeoff
1.00282,0,0,152.08,0,256.424,0,0.0230321,0,28.86,takeoff
1.00282,0,0,152.894,0,257.934,0,0.0229652,0,28.97,takeoff
1.00282,0,0,153.788,0,259.441,0,0.022898,0,29.08,takeoff
1.00282,0,0,154.681,0,260.809,0,0.0259957,0,29.19,takeoff
1.00282,0,0,155.572,0,262.312,0,0.0260553,0,29.3,takeoff
1.00282,0,0,156.462,0,263.812,0,0.0265589,0,29.4,takeoff
1.00282,0,0,157.35,0,265.31,0,0.026778,0,29.51,takeoff
1.00282,0,0,158.237,0,266.805,0,0.0269239,0,29.62,takeoff
1.00282,0,0,159.123,0,268.298,0,0.027404,0,29.74,takeoff
1.00282,0,0,160.007,0,269.789,0,0.0277745,0,29.84,takeoff
1.00282,0,0,160.889,0,271.277,0,0.0281073,0,29.96,takeoff
1.00282,0,0,161.771,0,272.763,0,0.0288398,0,30.06,takeoff
1.00282,0,0,162.65,0,274.247,0,0.0290538,0,30.18,takeoff
1.00282,0,0,163.449,0,275.728,0,0.0295553,0,30.28,takeoff
1.00282,0,0,164.326,0,277.206,0,0.0298752,0,30.39,takeoff
1.00282,0,0,165.202,0,278.548,0,0.0299284,0,30.5,takeoff
1.00282,0,0,166.155,0.000109462,280.156,0,0.0464433,0,30.61,takeoff
1.0079,0,0,166.949,0.00297193,281.493,0,0.867068,-0.151861,30.72,takeoff
1.03759,0,0,167.822,0.0146454,282.942,0,4.17498,-0.41827,30.83,takeoff
1.09726,0,0,168.704,0.0367465,284.286,0,10.4814,-0.697751,30.94,takeoff
1.18856,0,0,169.7,0.073149,285.439,0,19.9366,-0.977662,31.05,takeoff
1.31185,0,0,170.69,0.117793,285.958,0,32.5366,-1.29483,31.16,takeoff
1.47663,0,0,171.686,0.170197,285.597,0,47.2767,-1.77981,31.26,takeoff
1.76199,0,0,172.858,0.244728,283.589,0,67.2768,-3.43954,31.37,takeoff
2.3122,0,0,174.117,0.32499,280.248,0,87.487,-6.57564,31.48,takeoff
3.0949,0,0,175.415,0.353958,280.118,0,94.9654,-8.0143,31.59,takeoff
4.13906,0,0,176.559,0.353958,283.645,0,91.0521,-12.9076,31.7,takeoff
5.98239,0,0,177.897,0.353958,287.048,0,87.1103,-17.7844,31.81,takeoff
8.21985,0,0,179.091,0.353958,290.267,0,83.3509,-22.4265,31.93,takeoff
10.6826,0,0,180.151,0.353958,293.301,0,79.8355,-26.7756,32.03,takeoff
13.8338,0,0,181.29,0.353958,296.167,0,76.5606,-30.8408,32.14,takeoff
17.4175,0,0,182.472,0.354675,298.825,-0.00320825,73.5362,-34.5991,32.25,takeoff
21.4238,-0.00154256,6.28306,182.045,0.405585,295.503,-0.147982,83.3637,-38.2777,32.36,takeoff
25.8063,-0.00471379,6.28276,181.562,0.458036,291.02,-0.444794,96.4367,-41.992,32.47,takeoff
31.0873,-0.0089698,6.28236,180.998,0.506177,286.474,-0.870631,105.579,-45.8699,32.58,takeoff
35.8635,-0.0126357,6.28226,180.54,0.519653,285.499,-1.37451,105.971,-49.7587,32.69,takeoff
41.5434,-0.0166649,6.28219,180.022,0.534587,284.787,-1.90969,105.52,-53.8822,32.8,takeoff
47.6734,-0.0206109,6.28212,179.613,0.547304,284.156,-2.40731,105.298,-57.5695,32.9,takeoff
54.25,-0.0244194,6.28204,179.189,0.56053,283.61,-2.95219,104.78,-61.6386,33.01,takeoff
61.2748,-0.0280948,6.2819,178.791,0.573912,283.102,-3.48191,104.289,-66.0854,33.13,takeoff
68.7482,-0.0316477,6.28167,178.419,0.587365,282.637,-3.98635,103.768,-70.1666,33.24,takeoff
76.6709,-0.0350013,6.2813,178.073,0.600909,282.215,-4.44546,103.346,-73.8846,33.34,takeoff
85.0442,-0.0371844,6.28084,177.752,0.614547,281.835,-4.75427,102.898,-77.9857,33.45,takeoff
93.8694,-0.0384423,6.2802,177.457,0.628265,281.501,-4.92003,102.463,-82.1006,33.56,takeoff
102.286,-0.0388144,6.27945,177.186,0.642076,281.21,-4.92231,102.041,-86.2331,33.67,takeoff
112.883,-0.0378143,6.27831,176.941,0.655975,280.965,-4.7192,101.634,-90.3848,33.79,takeoff
122.13,-0.0364571,6.2771,176.739,0.669975,280.765,-4.36952,101.237,-94.5584,33.89,takeoff
132.741,-0.0348568,6.27546,176.541,0.684101,280.607,-3.91437,100.853,-98.7563,34,takeoff
144.845,-0.0332534,6.27333,176.353,0.698368,280.491,-3.3828,100.482,-102.981,34.11,takeoff
155.355,-0.0321425,6.27128,176.219,0.711473,280.42,-2.85245,100.125,-107.233,34.22,takeoff
167.365,-0.0312145,6.26879,176.088,0.726091,280.367,-2.23509,99.8174,-111.509,34.33,takeoff
179.843,-0.0306294,6.26606,175.934,0.741461,280.197,-1.54009,99.6311,-115.759,34.44,takeoff
192.787,-0.0303754,6.26288,175.731,0.758561,279.956,-0.899241,99.5369,-119.955,34.55,takeoff
206.19,-0.0302044,6.26014,175.534,0.772825,279.697,-0.302207,99.4304,-123.728,34.65,takeoff
220.047,-0.0297151,6.25709,175.288,0.788551,279.366,0.388682,99.2973,-127.828,34.76,takeoff
234.351,-0.0291843,6.25401,175.012,0.804311,278.987,1.08322,99.1471,-131.871,34.88,takeoff
249.096,-0.0287579,6.25093,174.706,0.820105,278.56,1.75792,98.9804,-136.213,34.99,takeoff
264.276,-0.028488,6.24788,174.37,0.835928,278.086,2.39605,98.7971,-139.774,35.09,takeoff
279.882,-0.0283874,6.24494,174.005,0.85102,277.623,2.98079,98.4376,-143.619,35.2,takeoff
295.91,-0.0289557,6.24212,173.611,0.865211,277.234,3.45448,97.7277,-147.433,35.31,takeoff
312.354,-0.0300643,6.23944,173.189,0.87979,276.792,3.81824,97.0286,-151.209,35.42,takeoff
327.661,-0.0313004,6.23716,172.781,0.895033,276.232,4.08628,96.5266,-154.908,35.53,takeoff
344.882,-0.0327212,6.2349,172.305,0.909814,275.654,4.26517,95.9339,-158.527,35.64,takeoff
362.499,-0.0346557,6.23285,171.755,0.922437,275.277,4.31706,94.6304,-162.114,35.75,takeoff
380.511,-0.0369073,6.23133,171.223,0.936006,274.813,4.21954,93.4386,-165.681,35.86,takeoff
398.911,-0.0400434,6.22983,170.715,0.949431,274.24,3.97975,92.5967,-169.164,35.97,takeoff
417.69,-0.0433872,6.22861,170.131,0.964758,273.463,3.63016,91.8753,-172.568,36.08,takeoff
436.839,-0.0470166,6.22781,169.52,0.97824,272.923,3.20231,90.7619,-175.888,36.19,takeoff
456.351,-0.0507368,6.22744,168.885,0.990206,272.417,2.58266,88.8352,-179.185,36.3,takeoff
476.224,-0.0543471,6.22737,168.163,1.00347,271.902,1.94803,87.055,-182.407,36.41,takeoff
496.442,-0.0576452,6.22762,167.539,1.01405,271.387,1.33671,85.4409,-185.158,36.51,takeoff
516.98,-0.0601974,6.22858,166.832,1.02154,271.047,0.645741,82.7745,-187.973,36.62,takeoff
537.815,-0.0619812,6.23019,166.106,1.02523,270.945,-0.0442683,78.782,-190.795,36.74,takeoff
558.919,-0.0632621,6.2321,165.362,1.02759,270.779,-0.718766,75.3939,-192.868,36.84,takeoff
580.257,-0.0640088,6.23434,164.602,1.0278,270.63,-1.36663,71.3287,-194.876,36.95,takeoff
599.833,-0.064453,6.23661,163.828,1.02771,270.344,-1.97923,67.484,-196.583,37.06,takeoff
623.511,-0.0647636,6.23884,163.04,1.02726,269.934,-2.55056,63.8482,-198.007,37.17,takeoff
643.372,-0.0648987,6.2408,162.313,1.02644,269.415,-3.07573,60.4079,-199.171,37.28,takeoff
665.329,-0.064976,6.24281,161.504,1.02522,268.801,-3.55098,57.1471,-200.096,37.39,takeoff
687.377,-0.0649451,6.24475,160.687,1.02272,268.148,-3.97337,53.8301,-200.797,37.5,takeoff
709.491,-0.0649541,6.24663,159.789,1.01972,267.428,-4.34066,50.6285,-201.291,37.61,takeoff
731.65,-0.0650837,6.24797,159.049,1.0166,266.662,-4.65185,47.5839,-201.602,37.72,takeoff
755.852,-0.0654153,6.24927,158.172,1.01238,265.86,-4.90642,44.6842,-201.746,37.83,takeoff
776.028,-0.0658704,6.2501,157.449,1.00847,265.1,-5.08864,42.1657,-201.733,37.94,takeoff
798.212,-0.0665395,6.25077,156.662,1.00338,264.246,-5.24614,39.189,-201.569,38.05,takeoff
820.37,-0.0672466,6.25123,155.884,0.997228,263.393,-5.31653,36.6565,-201.302,38.15,takeoff
842.489,-0.066854,6.25148,155.114,0.990665,262.51,-5.27567,34.0071,-200.875,38.26,takeoff
864.553,-0.0642846,6.25157,154.354,0.983254,261.616,-5.09923,31.4091,-200.315,38.37,takeoff
886.548,-0.0600115,6.25138,153.605,0.974722,260.727,-4.80895,28.496,-199.566,38.49,takeoff
908.461,-0.0541044,6.25076,152.867,0.965729,259.821,-4.37087,26.1804,-198.829,38.59,takeoff
930.278,-0.0451867,6.24972,152.141,0.956726,258.893,-3.76956,23.8377,-197.911,38.7,takeoff
950.018,-0.0348933,6.24829,151.426,0.948058,257.939,-3.0481,21.7944,-196.884,38.81,takeoff
973.578,-0.0214039,6.24583,150.716,0.939657,256.958,-2.23319,19.9989,-195.755,38.92,takeoff
995.038,-0.00882456,6.24289,150.011,0.93149,255.955,-1.34213,18.4148,-194.42,39.04,takeoff
1014.43,0.00240279,6.23971,149.375,0.924246,254.936,-0.392763,17.0127,-193.233,39.14,takeoff
1035.61,0.0143093,6.23577,148.681,0.915749,253.906,0.595337,15.7685,-191.859,39.25,takeoff
1056.65,0.0256443,6.23108,147.932,0.908123,252.869,1.60358,14.6622,-190.421,39.36,takeoff
1077.52,0.0363862,6.22699,147.313,0.901303,251.921,2.52265,13.677,-188.925,39.47,takeoff
1098.22,0.0463445,6.22241,146.639,0.893902,250.878,3.59973,12.7991,-187.378,39.58,takeoff
1118.76,0.0551815,6.21784,145.973,0.885921,249.74,4.55049,12.0189,-185.784,39.69,takeoff
1139.11,0.0632294,6.21341,145.315,0.878649,248.701,5.45328,11.3232,-184.148,39.8,takeoff
1159.29,0.0704709,6.20887,144.607,0.871383,247.668,6.28376,10.701,-182.475,39.91,takeoff
1179.27,0.0763616,6.20535,144.024,0.864759,246.737,6.96252,10.1954,-180.925,40.01,takeoff
1199.07,0.0806584,6.20184,143.391,0.857419,245.723,7.61916,9.70021,-179.191,40.12,takeoff
1218.68,0.0838796,6.19881,142.768,0.849982,244.722,8.17989,9.258,-177.266,40.24,takeoff
1238.09,0.0865719,6.19634,142.155,0.842421,243.737,8.63563,8.85822,-175.638,40.34,takeoff
1257.3,0.0890762,6.1945,141.552,0.834717,242.77,8.98177,8.49337,-173.823,40.45,takeoff
1274.59,0.0909985,6.19338,140.959,0.827088,241.82,9.20085,8.1981,-171.989,40.56,takeoff
1295.12,0.0917206,6.19284,140.376,0.82093,240.879,9.2901,8.27073,-170.14,40.68,takeoff
1312.04,0.0913759,6.19347,139.856,0.819047,239.919,9.2655,9.43975,-168.286,40.78,takeoff
1330.46,0.0903336,6.19489,139.294,0.818074,238.964,9.11297,10.8516,-166.463,40.89,takeoff
1348.68,0.0885328,6.19727,138.693,0.817662,238.018,8.83382,12.3354,-164.699,41,takeoff
1366.71,0.0869642,6.20039,138.153,0.819065,237.062,8.43222,14.1886,-162.999,41.11,takeoff
1384.56,0.085743,6.20375,137.671,0.819985,236.204,7.96669,15.7485,-161.516,41.21,takeoff
1402.23,0.0848054,6.20793,137.149,0.820283,235.202,7.29749,17.3189,-159.822,41.33,takeoff
1419.74,0.0844247,6.2126,136.636,0.819956,234.388,6.66375,18.4174,-158.338,41.44,takeoff
1437.08,0.0846635,6.21767,136.086,0.818954,233.437,5.83362,19.5206,-156.907,41.55,takeoff
1454.27,0.0855416,6.22307,135.636,0.817768,232.586,5.02554,20.3771,-155.522,41.66,takeoff
1471.31,0.0871354,6.22881,135.148,0.816713,231.816,4.27199,21.175,-154.293,41.76,takeoff
1488.2,0.0901588,6.23478,134.665,0.815271,230.981,3.46098,21.9297,-152.971,41.87,takeoff
1504.95,0.0945339,6.24086,134.187,0.813442,230.161,2.67007,22.6107,-151.561,41.99,takeoff
1520.06,0.100325,6.24715,133.714,0.812537,229.33,1.93018,23.31,-150.414,42.09,takeoff
1536.54,0.10671,6.25309,133.244,0.813411,228.455,1.24645,24.4821,-149.169,42.2,takeoff
1552.89,0.115444,6.26027,132.777,0.815052,227.561,0.642528,25.7722,-147.968,42.31,takeoff
1569.11,0.123617,6.2668,132.311,0.817079,226.653,0.126732,27.1007,-146.817,42.42,takeoff
1585.2,0.133228,6.2727,131.846,0.819881,225.728,-0.296655,28.4912,-145.725,42.53,takeoff
1601.18,0.143269,6.27913,131.423,0.823489,224.772,-0.623428,30.0206,-144.684,42.64,takeoff
1617.04,0.153421,0.00212366,130.914,0.827069,223.816,-0.852278,31.4493,-143.707,42.75,takeoff
1634.23,0.164467,0.00852932,130.447,0.830621,222.862,-0.984722,32.7794,-142.791,42.86,takeoff
1648.47,0.173545,0.0135807,130.021,0.833812,221.998,-1.02443,34.012,-141.929,42.97,takeoff
1665.45,0.184189,0.0192836,129.509,0.837586,220.965,-0.97573,35.1496,-141.118,43.08,takeoff
1679.53,0.192568,0.0237167,129.08,0.840682,220.109,-0.872961,36.1041,-140.354,43.19,takeoff
1694.93,0.201041,0.0282539,128.565,0.84433,219.087,-0.684596,37.1523,-139.631,43.3,takeoff
1710.25,0.208386,0.0324316,128.133,0.84731,218.241,-0.498143,37.9482,-139.008,43.4,takeoff
1725.5,0.214506,0.0362789,127.658,0.850515,217.316,-0.267553,38.7457,-138.353,43.51,takeoff
1740.68,0.219762,0.0398626,127.179,0.853632,216.396,-0.0115557,39.4663,-137.727,43.62,takeoff
1755.8,0.2244,0.043232,126.699,0.85665,215.481,0.266343,40.1145,-137.126,43.73,takeoff
1769.48,0.228576,0.046424,126.216,0.859557,214.571,0.562522,40.6942,-136.546,43.84,takeoff
1784.47,0.232056,0.0494679,125.731,0.862343,213.666,0.873295,41.2089,-135.985,43.95,takeoff
1800.76,0.235908,0.0523879,125.245,0.864995,212.768,1.19499,41.6616,-135.438,44.06,takeoff
1815.63,0.239179,0.0552049,124.757,0.867503,211.875,1.52401,42.0553,-134.904,44.17,takeoff
1829.09,0.241891,0.0576864,124.313,0.869856,210.992,1.84873,42.3933,-134.382,44.28,takeoff
1843.85,0.243931,0.060294,123.782,0.87205,210.119,2.13298,42.6793,-133.873,44.39,takeoff
1858.55,0.244887,0.062805,123.296,0.874063,209.256,2.37866,42.9152,-133.37,44.5,takeoff
1873.19,0.245159,0.0652899,122.855,0.875724,208.403,2.58911,43.1034,-132.873,44.61,takeoff
1887.78,0.245013,0.0677961,122.37,0.877352,207.636,2.76635,43.2464,-132.378,44.72,takeoff
1902.32,0.24462,0.0703532,121.886,0.878763,206.727,2.91215,43.3464,-131.883,44.83,takeoff
1916.8,0.244094,0.0729795,121.403,0.879949,205.978,3.01879,43.4017,-131.432,44.94,takeoff
1931.23,0.243507,0.0756851,120.878,0.88098,205.089,3.116,43.4255,-130.887,45.05,takeoff
1945.6,0.242909,0.0784743,120.44,0.881623,204.358,3.17284,43.4116,-130.382,45.16,takeoff
1959.92,0.24233,0.0813471,119.961,0.882101,203.561,3.21162,43.3625,-129.917,45.26,takeoff
1974.18,0.241789,0.0843001,119.482,0.882331,202.775,3.22715,43.2796,-129.397,45.37,takeoff
1988.38,0.241298,0.0873279,119.005,0.882312,201.997,3.21973,43.1527,-128.817,45.49,takeoff
2002.52,0.240863,0.0904233,118.529,0.882039,201.228,3.19587,43.0193,-128.324,45.59,takeoff
2016.61,0.240488,0.093578,118.056,0.88151,200.468,3.14825,42.828,-127.717,45.71,takeoff
2029.35,0.2402,0.0964891,117.626,0.880806,199.785,3.10041,42.644,-127.199,45.81,takeoff
2044.58,0.239679,0.0998741,117.114,0.879313,198.987,3.0142,42.3615,-126.613,45.92,takeoff
2057.21,0.238689,0.102268,116.689,0.876377,198.319,2.91105,41.8067,-126.008,46.03,takeoff
2071.04,0.237193,0.10455,116.225,0.872594,197.701,2.79033,41.0338,-125.377,46.14,takeoff
2084.8,0.23521,0.106289,115.723,0.866048,197.147,2.65564,39.9686,-124.704,46.25,takeoff
2099.72,0.232506,0.107493,115.267,0.858011,196.661,2.51066,38.573,-123.984,46.36,takeoff
2112.08,0.229982,0.108119,114.861,0.849379,196.259,2.35816,36.9777,-123.202,46.47,takeoff
2126.82,0.226889,0.108752,114.386,0.838272,195.794,2.20017,35.3526,-122.352,46.58,takeoff
2139.01,0.22432,0.109265,114.002,0.828647,195.408,2.05286,33.9142,-121.431,46.69,takeoff
2152.32,0.221496,0.109813,113.592,0.817686,194.987,1.88793,32.3759,-120.53,46.8,takeoff
2165.51,0.218696,0.110377,113.195,0.806453,194.568,1.72113,30.8958,-119.474,46.9,takeoff
2178.59,0.216123,0.111251,112.811,0.795906,194.124,1.55325,29.6537,-118.35,47.01,takeoff
2191.54,0.213742,0.112404,112.439,0.786019,193.659,1.38459,28.6512,-117.164,47.13,takeoff
2204.35,0.211566,0.113867,112.079,0.776955,193.174,1.20021,27.8466,-115.812,47.24,takeoff
2215.88,0.20952,0.115526,111.732,0.768401,192.682,1.04676,27.3335,-114.65,47.34,takeoff
2229.56,0.207581,0.117344,111.396,0.760271,192.188,0.878892,26.9186,-113.339,47.45,takeoff
