0.896104,0.042503,0.002361,0.016529,0.003542,0.0,0.008264,0.0,0.003542,0.0,0.0,0.0,0.002361,0.0,0.002361,0.003542,0.001181,0.0,0.0,0.01771
0.016523,0.645115,0.012931,0.011494,0.019397,0.009339,0.061063,0.001437,0.028017,0.012213,0.002874,0.029454,0.003592,0.002155,0.012213,0.010057,0.001437,0.012931,0.002874,0.104885
0.000483,0.004315,0.886903,0.004991,0.025247,0.008824,0.026181,0.00351,0.001353,0.004573,0.002351,0.001836,0.004508,0.004669,0.000869,0.001417,0.006859,0.003864,0.004637,0.002608
0.000419,0.011302,0.005442,0.572625,0.023022,0.060276,0.21892,0.012976,0.016743,0.001674,0.008372,0.007535,0.025115,0.010465,0.000837,0.001674,0.005442,0.00879,0.001674,0.006697
0.001865,0.00684,0.049642,0.01368,0.761841,0.016582,0.036066,0.007773,0.003731,0.018448,0.017515,0.008913,0.003835,0.00912,0.004353,0.011607,0.007151,0.008602,0.008913,0.003524
0.000804,0.004823,0.016077,0.022508,0.012862,0.76045,0.037781,0.008039,0.021704,0.0,0.008039,0.003215,0.011254,0.065916,0.0,0.004019,0.008842,0.004823,0.005627,0.003215
0.004222,0.011117,0.02139,0.142978,0.028145,0.02519,0.688714,0.006755,0.009429,0.003096,0.005629,0.011258,0.012102,0.004925,0.000985,0.004644,0.007881,0.008444,0.001267,0.001829
0.001802,0.014414,0.01982,0.045946,0.072973,0.109009,0.072072,0.583784,0.011712,0.001802,0.003604,0.000901,0.040541,0.000901,0.0,0.000901,0.007207,0.008108,0.002703,0.001802
0.009721,0.019441,0.003038,0.023694,0.023086,0.012758,0.033414,0.034629,0.777035,0.009721,0.001823,0.003038,0.010936,0.005468,0.013973,0.00486,0.004253,0.003038,0.003645,0.00243
0.001645,0.009868,0.041118,0.016447,0.052632,0.004934,0.011513,0.003289,0.024671,0.661184,0.044408,0.009868,0.008224,0.006579,0.014803,0.003289,0.013158,0.001645,0.070724,0.0
0.0,0.102564,0.051282,0.102564,0.051282,0.025641,0.025641,0.0,0.0,0.0,0.333333,0.076923,0.076923,0.0,0.0,0.0,0.102564,0.051282,0.0,0.0
0.0,0.157233,0.100629,0.044025,0.018868,0.025157,0.320755,0.0,0.0,0.006289,0.006289,0.207547,0.006289,0.0,0.0,0.0,0.031447,0.025157,0.012579,0.037736
0.0,0.0,0.021277,0.0,0.0,0.0,0.468085,0.042553,0.021277,0.0,0.0,0.06383,0.319149,0.0,0.021277,0.021277,0.0,0.021277,0.0,0.0
0.0,0.0,0.0,0.01406,0.010545,0.086116,0.100176,0.015817,0.040422,0.0,0.0,0.0,0.01406,0.660808,0.001757,0.001757,0.02109,0.022847,0.0,0.010545
0.0,0.0,0.005051,0.015152,0.025253,0.005051,0.005051,0.0,0.015152,0.0,0.0,0.0,0.005051,0.0,0.717172,0.186869,0.005051,0.0,0.015152,0.0
0.0,0.012195,0.02439,0.004065,0.04065,0.0,0.077236,0.020325,0.020325,0.004065,0.0,0.004065,0.004065,0.00813,0.178862,0.581301,0.00813,0.00813,0.0,0.004065
0.0,0.007937,0.019841,0.007937,0.027778,0.02381,0.202381,0.0,0.003968,0.011905,0.003968,0.007937,0.015873,0.0,0.007937,0.003968,0.654762,0.0,0.0,0.0
0.003436,0.013746,0.010309,0.075601,0.037801,0.003436,0.154639,0.006873,0.006873,0.0,0.003436,0.010309,0.041237,0.006873,0.0,0.003436,0.024055,0.587629,0.0,0.010309
0.0,0.008929,0.015625,0.080357,0.011161,0.049107,0.006696,0.0,0.013393,0.109375,0.03125,0.008929,0.013393,0.004464,0.008929,0.006696,0.002232,0.0,0.629464,0.0
0.0,0.192308,0.0,0.00641,0.057692,0.00641,0.00641,0.019231,0.025641,0.0,0.0,0.057692,0.019231,0.0,0.00641,0.019231,0.032051,0.012821,0.00641,0.532051
