0.998936,0.001064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.984479,0.004435,0.0,0.0,0.006652,0.004435,0.0,0.0,0.0,0.0
0.0,0.002506,0.942356,0.0,0.032581,0.0,0.0,0.022556,0.0,0.0,0.0
0.0,0.0,0.0,0.997712,0.0,0.0,0.0,0.002288,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0025,0.0,0.0,0.0,0.0,0.995,0.0,0.0,0.0,0.0,0.0025
0.0,0.001825,0.0,0.0,0.001825,0.0,0.994526,0.001825,0.0,0.0,0.0
0.0,0.0,0.0,0.001629,0.0,0.0,0.0,0.998371,0.0,0.0,0.0
0.002928,0.0,0.002928,0.0,0.0,0.0,0.0,0.0,0.994143,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.001335,0.0,0.0,0.0,0.998665,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
